Date,SMA
2021-06-24,127.9612
2021-06-23,127.2331
2021-06-22,126.5903
2021-06-21,126.0484
2021-06-18,125.6437
2021-06-17,124.993
2021-06-16,124.4913
2021-06-15,123.8945
2021-06-14,123.4183
2021-06-11,123.1978
2021-06-10,123.1889
2021-06-09,123.1826
2021-06-08,123.2424
2021-06-07,123.1845
2021-06-04,123.3462
2021-06-03,123.4599
2021-06-02,123.311
2021-06-01,123.5344
2021-05-28,123.7049
2021-05-27,123.7715
2021-05-26,123.5893
2021-05-25,123.2409
2021-05-24,122.8176
2021-05-21,123.1507
2021-05-20,123.4477
2021-05-19,123.6872
2021-05-18,124.2577
2021-05-17,124.6897
2021-05-14,125.1794
2021-05-13,125.6995
2021-05-12,126.8421
2021-05-11,127.889
2021-05-10,128.9946
2021-05-07,129.5034
2021-05-06,129.61
2021-05-05,130.1138
2021-05-04,130.4229
2021-05-03,130.7976
2021-04-30,130.9414
2021-04-29,131.1879
2021-04-28,130.9287
2021-04-27,130.9903
2021-04-26,130.7389
2021-04-23,130.5129
2021-04-22,130.282
2021-04-21,129.8819
2021-04-20,129.2431
2021-04-19,128.4096
2021-04-16,127.4666
2021-04-15,126.4257
2021-04-14,125.2351
2021-04-13,123.7843
2021-04-12,122.7288
2021-04-09,121.5382
2021-04-08,120.5345
2021-04-07,119.9348
2021-04-06,119.6902
2021-04-05,119.0866
2021-04-01,118.6983
2021-03-31,118.622
2021-03-30,118.8567
2021-03-29,119.4036
2021-03-26,119.3801
2021-03-25,119.385
2021-03-24,119.6785
2021-03-23,119.568
2021-03-22,119.1473
2021-03-19,119.206
2021-03-18,119.3116
2021-03-17,119.2011
2021-03-16,119.2754
2021-03-15,119.5406
2021-03-12,119.7695
2021-03-11,119.9837
2021-03-10,120.1931
2021-03-09,120.511
2021-03-08,120.9737
2021-03-05,121.6664
2021-03-04,122.5722
2021-03-03,123.3011
2021-03-02,123.9311
2021-03-01,124.6237
2021-02-26,125.6607
2021-02-25,126.9628
2021-02-24,128.1171
2021-02-23,129.2597
2021-02-22,130.4601
2021-02-19,131.3738
2021-02-18,131.9467
2021-02-17,132.5686
2021-02-16,132.9869
2021-02-12,132.7971
2021-02-11,132.922
2021-02-10,133.2557
2021-02-09,133.9146
2021-02-08,134.5765
2021-02-05,135.2442
2021-02-04,135.1196
2021-02-03,134.8754
2021-02-02,134.1818
2021-02-01,133.4053
2021-01-29,132.9198
2021-01-28,132.4285
2021-01-27,131.3774
2021-01-26,129.919
2021-01-25,128.5114
2021-01-22,127.4721
2021-01-21,126.6985
2021-01-20,126.1046
2021-01-19,126.127
2021-01-15,126.6877
2021-01-14,127.2054
2021-01-13,127.6724
2021-01-12,128.5798
2021-01-11,129.1161
2021-01-08,129.3242
2021-01-07,129.2978
2021-01-06,129.6152
2021-01-05,129.3515
2021-01-04,129.3583
2020-12-31,128.9071
2020-12-30,128.2555
2020-12-29,127.1576
2020-12-28,125.6484
2020-12-24,124.5192
2020-12-23,123.4623
2020-12-22,122.717
2020-12-21,122.0098
